Record_id,id,Gender,Customer Type,Age,Age_group,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
16319,71988,Female,Loyal Customer,22,Young,Personal Travel,Eco,1440,2,5,2,5,5,2,5,5,3,3,3,5,5,5,33,58.0,0
16320,110701,Male,Loyal Customer,37,Mid,Personal Travel,Eco,1005,2,5,2,3,3,2,3,3,5,3,5,4,4,3,11,6.0,0
16321,27092,Male,Loyal Customer,21,Young,Business travel,Business,1721,1,1,1,1,4,5,4,4,2,3,4,5,5,4,0,0.0,1
16322,111043,Male,Loyal Customer,38,Mid,Business travel,Business,2405,1,1,1,1,5,1,3,5,5,5,5,3,5,3,11,7.0,1
16323,118124,Female,disloyal Customer,24,Young,Business travel,Eco,1275,4,4,4,1,3,4,3,3,4,4,5,3,4,3,0,0.0,1
16324,63454,Male,Loyal Customer,40,Mid,Business travel,Business,2311,3,3,3,3,3,4,4,4,4,4,4,5,4,4,23,19.0,1
16325,43607,Female,Loyal Customer,42,Mid,Business travel,Business,2683,1,4,3,3,3,4,4,1,1,2,1,1,1,2,0,0.0,0
16326,32637,Female,disloyal Customer,24,Young,Business travel,Eco,163,5,0,5,3,5,5,5,5,3,4,5,4,5,5,0,0.0,1
16327,78371,Male,Loyal Customer,53,Senior,Business travel,Business,980,5,5,3,5,2,5,4,5,5,5,5,4,5,3,3,64.0,1
16328,94593,Male,Loyal Customer,60,Senior,Business travel,Business,3052,3,3,3,3,3,5,5,4,4,4,4,3,4,3,0,1.0,1
16329,17582,Female,Loyal Customer,27,Young,Personal Travel,Eco,1034,3,5,3,3,2,3,2,2,3,5,5,4,4,2,17,30.0,0
16330,3443,Male,Loyal Customer,64,Old,Personal Travel,Eco,296,3,4,3,1,1,3,1,1,4,2,4,3,5,1,0,0.0,0
16331,90067,Male,Loyal Customer,52,Senior,Business travel,Business,957,2,2,2,2,4,5,5,3,3,3,3,3,3,4,0,0.0,1
16332,80421,Female,Loyal Customer,36,Mid,Business travel,Business,2248,1,1,4,1,5,5,5,5,5,5,5,4,5,5,7,0.0,1
16333,19228,Male,Loyal Customer,13,Teen,Personal Travel,Eco Plus,459,1,5,1,5,4,1,5,4,2,2,4,5,5,4,0,7.0,0
16334,75798,Female,Loyal Customer,60,Senior,Personal Travel,Eco,868,4,3,4,4,2,4,4,4,4,4,4,4,4,2,0,41.0,0
16335,93277,Female,Loyal Customer,39,Mid,Personal Travel,Eco,806,5,3,5,3,4,3,4,4,5,3,1,1,3,4,16,3.0,1
16336,77398,Male,Loyal Customer,48,Senior,Personal Travel,Eco,626,2,5,2,4,3,2,2,3,4,3,4,4,4,3,0,0.0,0
16337,34728,Male,Loyal Customer,40,Mid,Business travel,Eco,209,4,1,1,1,4,4,4,2,1,2,4,4,1,4,168,180.0,1
16338,49631,Male,Loyal Customer,37,Mid,Business travel,Business,266,2,5,5,5,2,3,3,2,2,2,2,3,2,1,0,0.0,0
16339,78211,Female,Loyal Customer,14,Teen,Personal Travel,Eco,317,2,4,2,3,5,2,5,5,3,1,3,3,4,5,0,0.0,0
16340,49181,Male,disloyal Customer,30,Young,Business travel,Eco,250,2,0,2,5,3,2,3,3,1,4,3,5,5,3,40,49.0,0
16341,66829,Female,Loyal Customer,55,Senior,Business travel,Business,731,1,1,1,1,3,4,5,5,5,5,5,4,5,3,0,0.0,1
16342,89132,Male,Loyal Customer,41,Mid,Business travel,Business,1947,2,1,1,1,3,2,3,2,2,2,2,1,2,4,3,7.0,0
16343,42808,Female,Loyal Customer,45,Mid,Business travel,Eco,677,5,4,4,4,5,2,2,4,4,5,4,3,4,3,18,18.0,1
16344,93065,Male,Loyal Customer,64,Old,Business travel,Business,2739,4,4,4,4,3,5,5,5,5,5,5,5,5,5,0,0.0,1
16345,102060,Female,Loyal Customer,24,Young,Personal Travel,Business,226,1,5,1,1,4,1,4,4,5,3,5,4,5,4,1,0.0,0
16346,120884,Male,Loyal Customer,43,Mid,Business travel,Business,861,5,5,3,5,3,4,5,5,5,5,5,3,5,4,0,11.0,1
16347,5633,Female,Loyal Customer,29,Young,Business travel,Eco Plus,685,1,4,4,4,1,1,1,1,4,2,3,2,4,1,27,18.0,0
16348,113055,Male,disloyal Customer,24,Young,Business travel,Eco,569,4,0,4,1,5,4,5,5,5,5,4,4,5,5,0,0.0,1
16349,111168,Male,disloyal Customer,49,Senior,Business travel,Business,1506,2,2,2,4,3,2,3,3,4,2,5,5,4,3,14,0.0,0
16350,77307,Female,Loyal Customer,27,Young,Personal Travel,Business,588,2,5,2,5,5,2,5,5,4,4,5,3,5,5,0,0.0,0
16351,2294,Female,Loyal Customer,29,Young,Business travel,Business,3669,5,5,5,5,5,5,5,5,5,3,5,3,5,5,4,5.0,1
16352,60684,Female,disloyal Customer,35,Mid,Business travel,Business,1605,2,2,2,3,1,2,3,1,3,2,5,3,5,1,0,0.0,0
16353,16961,Male,Loyal Customer,32,Mid,Business travel,Business,3315,2,2,2,2,5,5,5,5,2,5,2,1,1,5,0,0.0,1
16354,67701,Male,Loyal Customer,14,Teen,Business travel,Eco,1464,2,5,5,5,2,2,4,2,2,5,4,2,4,2,20,11.0,0
16355,118220,Male,disloyal Customer,24,Young,Business travel,Eco,735,1,1,1,2,4,1,4,4,4,4,2,1,2,4,16,12.0,0
16356,106158,Male,Loyal Customer,22,Young,Personal Travel,Eco,302,5,1,5,3,3,5,2,3,4,4,4,2,3,3,15,7.0,1
16357,84883,Male,Loyal Customer,23,Young,Personal Travel,Eco,516,3,5,3,4,5,3,5,5,1,2,3,2,3,5,14,11.0,0
16358,78104,Male,Loyal Customer,24,Young,Personal Travel,Eco,684,1,1,1,3,1,1,1,1,1,2,4,3,3,1,15,28.0,0
16359,121266,Female,Loyal Customer,58,Senior,Personal Travel,Eco,2075,4,5,4,3,2,3,5,1,1,4,4,3,1,5,75,84.0,0
16360,66927,Female,Loyal Customer,18,Teen,Business travel,Business,3410,4,1,4,4,5,5,5,5,3,4,4,5,5,5,0,0.0,1
16361,25421,Female,Loyal Customer,42,Mid,Personal Travel,Eco Plus,1105,2,1,2,2,5,1,2,2,2,2,2,1,2,2,0,0.0,0
16362,124520,Male,Loyal Customer,48,Senior,Business travel,Business,1783,4,4,4,4,4,5,4,5,5,5,5,4,5,4,1,0.0,1
16363,61403,Male,Loyal Customer,57,Senior,Personal Travel,Eco,679,1,5,1,1,4,1,4,4,3,4,4,4,4,4,28,33.0,0
16364,113129,Male,Loyal Customer,16,Teen,Personal Travel,Eco Plus,569,3,3,4,2,3,4,3,3,2,2,3,1,2,3,0,0.0,0
16365,26106,Male,disloyal Customer,26,Young,Business travel,Eco Plus,591,1,1,1,2,5,1,4,5,3,1,2,2,2,5,0,0.0,0
16366,79447,Female,disloyal Customer,20,Young,Business travel,Business,269,5,0,5,4,5,3,3,4,2,4,5,3,5,3,138,136.0,1
16367,79319,Male,Loyal Customer,26,Young,Personal Travel,Eco Plus,2248,2,5,2,1,3,2,3,3,4,4,4,4,4,3,41,25.0,0
16368,52055,Male,Loyal Customer,72,Old,Business travel,Eco,639,5,2,3,2,5,5,5,5,1,5,1,4,5,5,7,5.0,1
16369,66153,Male,disloyal Customer,26,Young,Business travel,Business,550,1,1,1,3,5,1,5,5,2,4,4,2,3,5,0,9.0,0
16370,78889,Male,Loyal Customer,56,Senior,Business travel,Business,1727,1,1,1,1,2,3,5,3,3,3,3,5,3,5,0,2.0,1
16371,27561,Female,Loyal Customer,24,Young,Personal Travel,Eco,697,2,2,2,3,2,2,2,2,2,1,3,2,4,2,0,0.0,0
16372,48022,Male,Loyal Customer,23,Young,Business travel,Business,1384,4,4,4,4,4,4,4,4,2,5,5,3,3,4,0,6.0,1
16373,129572,Female,disloyal Customer,24,Young,Business travel,Eco Plus,2342,2,4,2,3,5,2,3,5,2,2,2,2,4,5,4,3.0,0
16374,80903,Male,Loyal Customer,33,Mid,Personal Travel,Business,341,2,5,2,2,2,2,1,2,3,4,4,4,4,2,18,24.0,0
16375,21353,Male,Loyal Customer,62,Old,Personal Travel,Eco,761,2,4,1,3,4,1,4,4,5,3,4,3,5,4,31,62.0,0
16376,2026,Male,Loyal Customer,19,Young,Business travel,Business,733,4,4,4,4,5,4,5,5,4,5,4,5,5,5,0,0.0,1
16377,15011,Female,Loyal Customer,33,Mid,Business travel,Business,2194,2,2,2,2,2,2,3,4,4,4,4,3,4,1,4,0.0,1
16378,674,Female,Loyal Customer,41,Mid,Business travel,Business,113,5,5,5,5,2,4,4,5,5,5,5,4,5,4,47,49.0,1
16379,72835,Female,Loyal Customer,28,Young,Business travel,Business,2938,4,4,4,4,4,4,4,4,5,4,4,4,5,4,9,0.0,1
16380,92557,Female,Loyal Customer,58,Senior,Personal Travel,Eco,1892,1,4,1,3,4,4,5,2,2,1,4,1,2,5,8,0.0,0
16381,34112,Female,Loyal Customer,42,Mid,Business travel,Eco,1189,5,5,5,5,5,1,4,5,5,5,5,4,5,3,0,0.0,1
16382,113467,Female,Loyal Customer,37,Mid,Business travel,Eco,397,3,1,1,1,3,3,3,3,1,2,3,1,4,3,28,25.0,0
16383,102624,Female,Loyal Customer,52,Senior,Business travel,Business,3698,5,5,5,5,2,5,4,5,5,4,5,3,5,4,6,16.0,1
16384,6778,Male,Loyal Customer,53,Senior,Business travel,Business,2442,4,4,2,4,3,4,4,5,5,5,5,3,5,4,0,0.0,1
16385,129684,Male,Loyal Customer,44,Mid,Business travel,Business,337,1,1,1,1,2,4,5,4,4,4,4,3,4,4,0,3.0,1
16386,66658,Female,Loyal Customer,51,Senior,Business travel,Business,978,5,5,5,5,4,5,4,5,5,5,5,3,5,5,0,0.0,1
16387,82161,Male,disloyal Customer,26,Young,Business travel,Business,237,3,4,3,5,4,3,4,4,3,2,5,3,5,4,0,20.0,0
16388,128105,Male,Loyal Customer,40,Mid,Personal Travel,Business,1587,3,4,3,4,2,5,5,5,5,3,5,3,5,3,0,0.0,0
16389,95700,Male,disloyal Customer,36,Mid,Business travel,Business,237,2,3,3,3,5,3,5,5,3,4,4,4,4,5,6,5.0,0
16390,28934,Male,Loyal Customer,50,Senior,Business travel,Business,1050,1,3,1,1,5,1,4,4,4,4,4,1,4,3,0,0.0,1
16391,91945,Female,Loyal Customer,24,Young,Personal Travel,Eco,2475,5,3,5,3,4,5,4,4,1,3,3,3,2,4,0,0.0,1
16392,91215,Male,Loyal Customer,20,Young,Personal Travel,Eco,406,5,4,5,3,4,5,4,4,4,5,4,3,4,4,2,1.0,1
16393,58644,Female,Loyal Customer,48,Senior,Business travel,Business,867,3,3,3,3,5,4,5,4,4,4,4,3,4,4,41,12.0,1
16394,25242,Female,Loyal Customer,15,Teen,Personal Travel,Eco,842,2,4,2,1,5,2,5,5,5,3,4,4,5,5,0,0.0,0
16395,25775,Male,Loyal Customer,54,Senior,Business travel,Eco,762,4,1,1,1,4,4,4,4,5,2,1,1,1,4,0,20.0,1
16396,21536,Female,Loyal Customer,7,Teen,Personal Travel,Eco,356,1,5,1,3,2,1,5,2,3,2,4,5,5,2,15,0.0,0
16397,60851,Female,Loyal Customer,30,Young,Personal Travel,Eco,1754,2,3,2,4,2,2,2,2,2,3,1,3,4,2,39,12.0,0
16398,32153,Female,Loyal Customer,46,Senior,Business travel,Eco,163,5,2,2,2,2,3,3,5,5,5,5,5,5,1,0,0.0,1
16399,118075,Female,disloyal Customer,45,Mid,Business travel,Business,1276,2,2,2,3,5,2,5,5,5,4,5,4,4,5,8,0.0,0
16400,69340,Female,Loyal Customer,45,Mid,Business travel,Business,1096,3,3,3,3,4,4,4,5,5,5,5,4,5,4,17,18.0,1
16401,77382,Female,Loyal Customer,58,Senior,Business travel,Business,199,4,4,4,4,5,2,3,5,5,4,5,2,5,5,4,9.0,1
16402,31472,Female,disloyal Customer,20,Young,Business travel,Eco,967,2,2,2,2,1,2,1,1,4,2,3,5,1,1,70,99.0,0
16403,25522,Male,Loyal Customer,66,Old,Personal Travel,Eco,547,4,2,4,3,5,4,5,5,1,2,4,3,3,5,6,0.0,1
16404,65025,Female,Loyal Customer,64,Old,Personal Travel,Eco,190,5,4,5,1,5,5,5,5,5,5,1,5,5,4,0,0.0,1
16405,25899,Female,Loyal Customer,65,Old,Personal Travel,Eco,907,3,5,3,3,3,5,4,2,2,3,2,5,2,3,7,0.0,0
16406,116334,Female,Loyal Customer,13,Teen,Personal Travel,Eco,358,2,5,2,4,5,2,5,5,3,5,4,5,5,5,52,52.0,0
16407,52794,Male,Loyal Customer,24,Young,Personal Travel,Eco,1874,2,4,2,3,3,2,3,3,3,2,4,1,2,3,2,22.0,0
16408,107988,Male,Loyal Customer,57,Senior,Business travel,Business,3760,0,0,0,3,4,4,4,5,5,5,5,3,5,3,0,0.0,1
16409,91938,Male,Loyal Customer,57,Senior,Business travel,Eco,2475,5,3,3,3,5,5,5,5,1,2,5,2,3,5,4,0.0,1
16410,5010,Male,Loyal Customer,18,Teen,Personal Travel,Eco,502,3,4,3,5,1,3,1,1,4,2,5,5,5,1,0,0.0,0
16411,23768,Female,Loyal Customer,60,Senior,Business travel,Business,2925,2,2,5,2,4,5,4,4,4,5,4,4,4,4,13,0.0,1
16412,745,Female,Loyal Customer,58,Senior,Business travel,Business,2649,3,2,2,2,4,3,2,3,3,3,3,4,3,2,3,48.0,0
16413,79036,Male,disloyal Customer,39,Mid,Business travel,Business,356,3,3,3,3,3,3,3,3,3,2,4,4,3,3,0,0.0,0
16414,58170,Male,Loyal Customer,31,Mid,Business travel,Business,925,1,1,1,1,5,5,5,5,4,2,5,5,4,5,11,6.0,1
16415,263,Male,Loyal Customer,43,Mid,Personal Travel,Business,802,1,2,1,3,2,3,3,2,2,1,2,3,2,1,0,0.0,0
16416,15642,Male,Loyal Customer,33,Mid,Business travel,Eco Plus,292,0,0,0,3,5,0,5,5,3,2,4,5,5,5,0,0.0,1
16417,120829,Male,disloyal Customer,21,Young,Business travel,Business,920,0,5,0,2,5,0,5,5,3,2,4,4,4,5,0,0.0,1
16418,41520,Male,Loyal Customer,31,Mid,Business travel,Eco,1242,5,2,2,2,5,5,5,5,1,2,1,4,2,5,0,0.0,1
16419,25002,Female,Loyal Customer,13,Teen,Personal Travel,Eco,692,3,5,3,2,2,3,2,2,4,2,4,4,5,2,0,0.0,0
16420,46436,Male,Loyal Customer,50,Senior,Business travel,Business,2408,2,2,2,2,3,2,2,5,5,4,5,3,5,5,0,0.0,1
16421,3317,Male,Loyal Customer,66,Old,Business travel,Business,2565,4,4,5,4,5,4,4,5,5,5,5,5,5,3,0,0.0,1
16422,38115,Female,disloyal Customer,38,Mid,Business travel,Eco,1237,3,3,3,3,3,3,3,3,3,4,4,2,2,3,0,0.0,0
16423,12254,Female,Loyal Customer,38,Mid,Business travel,Business,3326,4,4,5,4,5,3,4,4,4,4,4,1,4,3,8,0.0,1
16424,82449,Female,Loyal Customer,44,Mid,Business travel,Business,2810,3,5,5,5,4,3,4,3,3,3,3,3,3,3,12,0.0,0
16425,22873,Female,Loyal Customer,57,Senior,Personal Travel,Eco,302,1,4,1,4,2,2,4,1,1,1,1,2,1,2,10,6.0,0
16426,101708,Male,Loyal Customer,35,Mid,Business travel,Business,1624,1,4,4,4,2,4,3,1,1,1,1,3,1,2,12,21.0,0
16427,13993,Male,Loyal Customer,60,Senior,Business travel,Eco,160,5,1,4,1,3,5,3,3,4,1,4,5,4,3,130,121.0,1
16428,120010,Female,Loyal Customer,53,Senior,Business travel,Business,111,2,1,1,1,2,3,3,4,4,4,2,4,4,2,0,0.0,0
16429,50825,Female,Loyal Customer,70,Old,Personal Travel,Eco,86,2,4,2,2,2,5,5,3,3,2,3,3,3,3,0,0.0,0
16430,59610,Female,Loyal Customer,23,Young,Business travel,Business,3872,2,4,4,4,2,3,2,2,4,5,4,2,3,2,0,0.0,0
16431,74887,Male,Loyal Customer,62,Old,Business travel,Business,2446,3,5,5,5,3,3,4,3,3,3,3,4,3,2,1,0.0,0
16432,70153,Male,Loyal Customer,53,Senior,Personal Travel,Eco,550,2,3,2,2,2,2,5,2,3,2,1,3,5,2,8,2.0,0
16433,75745,Female,disloyal Customer,25,Young,Business travel,Business,868,3,0,3,4,2,3,2,2,3,5,5,5,5,2,0,0.0,0
16434,38204,Male,Loyal Customer,27,Young,Business travel,Eco Plus,1249,5,4,4,4,5,5,5,5,5,4,3,4,5,5,2,0.0,1
16435,69663,Male,disloyal Customer,39,Mid,Business travel,Eco,169,2,2,2,3,5,2,5,5,3,2,3,3,3,5,0,0.0,0
16436,82672,Male,Loyal Customer,56,Senior,Business travel,Business,632,1,4,4,4,3,3,4,1,1,2,1,2,1,3,0,1.0,0
16437,31692,Male,Loyal Customer,47,Senior,Business travel,Eco,862,5,3,3,3,5,5,5,5,1,3,3,4,1,5,74,70.0,1
16438,68290,Female,Loyal Customer,19,Young,Personal Travel,Eco,806,1,3,1,3,1,1,1,1,4,3,2,4,2,1,0,0.0,0
16439,31504,Female,Loyal Customer,69,Old,Business travel,Eco,853,3,3,3,3,5,2,2,3,3,3,3,4,3,2,68,82.0,0
16440,70476,Male,Loyal Customer,32,Mid,Business travel,Business,2411,4,2,2,2,4,3,4,4,2,1,3,1,2,4,0,0.0,0
16441,108726,Female,disloyal Customer,42,Mid,Business travel,Eco,191,4,2,4,4,4,4,2,4,4,3,4,1,3,4,0,3.0,0
16442,42655,Female,Loyal Customer,47,Senior,Personal Travel,Eco Plus,546,2,2,2,3,5,4,3,2,2,2,2,1,2,2,0,24.0,0
16443,78119,Female,Loyal Customer,36,Mid,Business travel,Business,1797,4,5,5,5,3,3,2,4,4,4,4,2,4,1,8,0.0,0
16444,12545,Female,disloyal Customer,29,Young,Business travel,Eco,871,1,1,1,2,1,1,1,1,4,4,4,1,1,1,9,0.0,0
16445,61279,Male,Loyal Customer,36,Mid,Personal Travel,Eco,862,3,5,3,1,2,3,2,2,3,4,5,4,4,2,1,2.0,0
16446,30651,Female,Loyal Customer,58,Senior,Personal Travel,Eco,770,1,4,0,2,3,4,4,3,3,0,3,4,3,4,0,0.0,0
16447,47377,Male,Loyal Customer,48,Senior,Business travel,Business,2304,1,5,5,5,5,3,2,1,1,1,1,1,1,2,17,8.0,0
16448,123486,Female,Loyal Customer,34,Mid,Business travel,Business,2077,4,4,4,4,2,4,3,4,4,3,4,1,4,4,12,0.0,0
16449,79889,Female,Loyal Customer,29,Young,Business travel,Business,3737,5,5,4,5,5,5,5,3,4,4,5,5,5,5,172,156.0,1
16450,52991,Female,Loyal Customer,52,Senior,Business travel,Eco,1208,4,2,2,2,5,3,2,4,4,4,4,4,4,2,5,0.0,1
16451,48685,Female,Loyal Customer,60,Senior,Business travel,Business,2416,2,2,2,2,3,4,5,4,4,4,5,5,4,4,0,3.0,1
16452,56208,Male,Loyal Customer,45,Mid,Business travel,Business,1400,3,3,3,3,3,5,5,3,3,2,3,3,3,4,0,0.0,1
16453,1822,Female,Loyal Customer,31,Mid,Business travel,Business,500,2,1,1,1,2,2,2,2,2,5,3,1,2,2,0,0.0,0
16454,114832,Male,Loyal Customer,40,Mid,Business travel,Business,2100,5,5,5,5,4,4,4,4,4,4,4,5,4,3,15,7.0,1
16455,118122,Male,Loyal Customer,54,Senior,Business travel,Business,1506,3,3,3,3,3,4,5,5,5,5,5,3,5,5,11,1.0,1
16456,43919,Male,Loyal Customer,48,Senior,Personal Travel,Eco,114,1,3,0,3,0,4,4,1,4,2,2,4,1,4,138,131.0,0
16457,119304,Female,Loyal Customer,58,Senior,Business travel,Business,2248,5,5,5,5,4,4,5,4,4,4,4,3,4,3,0,0.0,1
16458,97218,Female,Loyal Customer,48,Senior,Business travel,Business,3361,3,3,3,3,3,4,5,2,2,2,2,4,2,4,0,0.0,1
16459,100600,Female,Loyal Customer,47,Senior,Business travel,Business,2253,2,2,2,2,4,5,4,3,3,4,3,4,3,5,0,1.0,1
16460,76398,Male,Loyal Customer,32,Mid,Personal Travel,Eco,931,2,5,2,3,1,2,5,1,5,3,4,4,5,1,6,0.0,0
16461,53948,Female,disloyal Customer,22,Young,Business travel,Eco,1325,5,5,5,3,4,5,4,4,2,4,1,2,2,4,4,0.0,1
16462,56327,Female,disloyal Customer,35,Mid,Business travel,Business,200,3,3,3,4,1,3,1,1,4,5,4,3,4,1,0,0.0,0
16463,13064,Female,Loyal Customer,45,Mid,Business travel,Business,936,3,3,3,3,4,3,4,4,4,4,4,3,4,3,0,0.0,1
16464,109134,Female,Loyal Customer,56,Senior,Business travel,Business,2832,4,5,4,4,5,5,5,4,4,4,4,5,4,4,0,0.0,1
16465,78481,Female,Loyal Customer,44,Mid,Business travel,Business,3622,1,1,1,1,2,4,5,3,3,3,3,5,3,5,0,12.0,1
16466,40718,Male,disloyal Customer,16,Teen,Business travel,Eco,588,5,0,5,1,1,5,1,1,1,3,1,3,5,1,0,0.0,1
16467,58045,Female,Loyal Customer,32,Mid,Business travel,Business,1678,2,2,3,2,5,5,5,5,3,5,5,4,4,5,54,36.0,1
16468,76165,Male,Loyal Customer,36,Mid,Personal Travel,Eco,546,1,5,1,3,1,1,1,1,3,2,4,4,1,1,0,2.0,0
16469,29858,Female,Loyal Customer,25,Young,Business travel,Eco,627,4,3,1,3,4,4,3,4,4,2,1,2,2,4,0,2.0,1
16470,124959,Male,Loyal Customer,36,Mid,Business travel,Business,184,2,1,1,1,5,4,3,4,4,4,2,2,4,4,0,0.0,0
16471,10145,Male,Loyal Customer,53,Senior,Business travel,Business,1918,2,2,5,2,3,5,4,5,5,5,5,3,5,4,1,3.0,1
16472,47791,Male,Loyal Customer,41,Mid,Business travel,Eco,329,4,3,2,3,4,4,4,4,4,3,5,4,1,4,0,0.0,1
16473,3184,Male,Loyal Customer,53,Senior,Business travel,Eco,693,2,4,4,4,2,2,2,2,2,5,4,4,4,2,0,0.0,0
16474,111463,Male,Loyal Customer,25,Young,Personal Travel,Eco,836,1,4,1,5,5,1,5,5,3,4,4,3,5,5,32,34.0,0
16475,52392,Male,Loyal Customer,9,Teen,Personal Travel,Eco,370,1,2,1,4,2,1,2,2,3,4,4,4,4,2,0,19.0,0
16476,127322,Male,Loyal Customer,43,Mid,Business travel,Business,3098,2,3,3,3,1,2,2,0,0,1,2,2,0,1,3,0.0,0
16477,9087,Male,Loyal Customer,57,Senior,Personal Travel,Eco,173,1,1,0,3,5,0,3,5,4,3,3,2,3,5,0,26.0,0
16478,92189,Female,Loyal Customer,38,Mid,Business travel,Eco,1979,3,3,1,3,3,2,3,3,4,5,3,3,3,3,0,0.0,0
16479,22659,Male,Loyal Customer,38,Mid,Personal Travel,Eco Plus,223,1,5,0,4,3,0,4,3,3,5,5,5,4,3,79,74.0,0
16480,75599,Female,Loyal Customer,28,Young,Personal Travel,Eco,337,3,4,3,3,3,3,3,3,3,5,4,1,3,3,0,0.0,0
16481,128998,Female,Loyal Customer,27,Young,Business travel,Business,2611,3,3,3,3,5,5,5,4,5,3,5,5,4,5,0,0.0,1
16482,100244,Female,Loyal Customer,39,Mid,Business travel,Business,1052,1,1,1,1,5,5,5,5,5,5,5,5,5,4,3,0.0,1
16483,51686,Female,Loyal Customer,30,Young,Business travel,Business,1736,3,4,4,4,3,3,3,3,1,4,3,1,4,3,0,0.0,0
16484,116098,Male,Loyal Customer,61,Old,Personal Travel,Eco,480,4,4,4,3,5,4,5,5,3,2,4,2,3,5,1,0.0,0
16485,34465,Female,Loyal Customer,52,Senior,Business travel,Eco,266,4,2,5,5,4,1,1,4,4,4,4,2,4,4,0,0.0,1
16486,119644,Female,disloyal Customer,37,Mid,Business travel,Business,507,3,4,4,4,4,4,4,4,5,4,5,3,4,4,0,0.0,0
16487,29756,Male,Loyal Customer,54,Senior,Business travel,Business,261,3,1,1,1,3,3,4,3,3,4,3,4,3,4,22,16.0,0
16488,86858,Male,Loyal Customer,10,Teen,Personal Travel,Eco,484,2,2,2,2,2,2,2,2,3,3,5,3,4,2,98,102.0,0
16489,102960,Male,Loyal Customer,23,Young,Business travel,Eco Plus,719,3,3,4,4,3,3,4,3,3,2,3,4,3,3,1,0.0,0
16490,123895,Male,Loyal Customer,21,Young,Personal Travel,Eco,573,2,4,3,3,1,3,1,1,2,5,3,3,3,1,13,10.0,0
16491,98892,Female,Loyal Customer,31,Mid,Personal Travel,Eco Plus,991,2,5,2,2,2,2,2,2,5,3,5,5,4,2,56,62.0,0
16492,14896,Male,Loyal Customer,55,Senior,Business travel,Business,1540,3,3,4,4,2,3,4,3,3,3,3,1,3,1,0,19.0,0
16493,71206,Male,disloyal Customer,27,Young,Business travel,Business,733,5,5,5,2,4,5,1,4,5,2,5,3,4,4,23,8.0,1
16494,115425,Female,Loyal Customer,62,Old,Business travel,Business,390,2,2,2,2,5,5,5,5,5,5,5,3,5,5,0,0.0,1
16495,52478,Male,Loyal Customer,55,Senior,Personal Travel,Eco Plus,261,1,5,1,1,3,1,4,3,1,4,4,5,2,3,0,0.0,0
16496,17101,Female,Loyal Customer,46,Senior,Personal Travel,Eco,416,2,3,2,3,2,1,3,4,4,2,4,4,4,5,29,32.0,0
16497,109292,Male,Loyal Customer,40,Mid,Business travel,Business,1072,5,5,5,5,5,5,4,5,5,5,5,4,5,4,90,82.0,1
16498,69696,Female,Loyal Customer,42,Mid,Business travel,Business,1372,5,1,5,5,5,4,5,4,4,4,4,4,4,5,0,0.0,1
16499,18295,Female,Loyal Customer,34,Mid,Personal Travel,Eco,640,1,5,1,4,1,1,1,1,3,5,4,4,4,1,3,20.0,0
16500,82541,Female,Loyal Customer,46,Senior,Business travel,Eco,629,4,1,1,1,5,4,3,4,4,4,4,2,4,3,0,0.0,0
16501,7165,Male,Loyal Customer,38,Mid,Business travel,Eco,135,4,3,3,3,4,4,4,4,3,5,3,2,3,4,0,43.0,0
16502,29847,Female,Loyal Customer,78,Old,Business travel,Business,1531,0,5,1,3,3,4,3,2,2,2,4,2,2,2,0,0.0,1
16503,125519,Female,disloyal Customer,38,Mid,Business travel,Business,226,4,4,4,2,3,4,3,3,4,2,5,4,5,3,0,0.0,0
16504,68648,Female,Loyal Customer,40,Mid,Business travel,Business,237,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0.0,1
16505,77608,Male,Loyal Customer,50,Senior,Business travel,Business,3642,3,5,3,3,4,5,4,5,5,5,5,3,5,4,0,0.0,1
16506,25193,Male,Loyal Customer,44,Mid,Personal Travel,Eco,577,5,5,5,4,2,5,5,2,4,5,5,3,4,2,0,0.0,1
16507,39715,Female,Loyal Customer,53,Senior,Business travel,Eco,410,4,4,4,4,4,4,3,4,4,4,4,2,4,2,0,0.0,1
16508,85720,Male,Loyal Customer,40,Mid,Business travel,Business,2105,2,5,2,2,4,4,4,5,5,5,5,4,5,5,31,12.0,1
16509,94472,Male,disloyal Customer,38,Mid,Business travel,Business,441,1,1,1,3,4,1,4,4,3,5,4,3,5,4,0,0.0,0
16510,94449,Female,disloyal Customer,54,Senior,Business travel,Eco,239,3,2,3,3,5,3,5,5,1,4,4,4,4,5,10,10.0,0
16511,28482,Female,Loyal Customer,44,Mid,Business travel,Eco,1739,5,3,3,3,4,4,2,5,5,5,5,5,5,5,14,0.0,1
16512,52299,Female,Loyal Customer,54,Senior,Business travel,Business,2101,2,3,3,3,3,3,3,2,2,2,2,4,2,4,0,0.0,0
16513,61563,Male,Loyal Customer,12,Teen,Personal Travel,Eco Plus,2419,1,4,1,4,2,1,2,2,3,5,3,4,4,2,60,59.0,0
16514,117982,Female,Loyal Customer,35,Mid,Personal Travel,Eco,255,1,3,1,2,1,1,1,1,2,2,2,3,2,1,96,88.0,0
